date,division,home_team,away_team,predicted,actual,prob_A,prob_D,prob_H,correct,home_elo,away_elo
2023-11-27,SP1,Girona,Ath Bilbao,H,D,0.2001,0.2719,0.528,False,1763.0,1742.8
2023-11-27,E0,Fulham,Wolves,H,H,0.2648,0.2942,0.441,True,1710.0,1718.2
2023-11-29,F1,Montpellier,Clermont,H,D,0.1972,0.2999,0.5029,False,1639.2,1577.9
2023-11-29,SP1,Mallorca,Cadiz,H,D,0.2244,0.2733,0.5023,False,1643.9,1628.7
2023-12-01,D1,Darmstadt,FC Koln,H,A,0.3388,0.2784,0.3828,False,1558.6,1631.4
2023-12-01,I1,Monza,Juventus,A,A,0.4855,0.2486,0.2659,True,1668.2,1829.3
2023-12-01,F1,Reims,Strasbourg,H,H,0.2359,0.2701,0.494,True,1636.3,1612.8
2023-12-01,SP1,Las Palmas,Getafe,H,H,0.2825,0.3156,0.4019,True,1618.9,1677.1
2023-12-02,SP1,Girona,Valencia,H,H,0.1621,0.2316,0.6063,True,1759.8,1682.8
2023-12-02,I1,Genoa,Empoli,H,D,0.2117,0.2786,0.5098,False,1600.6,1594.8
2023-12-02,D1,Bochum,Wolfsburg,H,H,0.3533,0.2748,0.3719,True,1611.0,1700.0
2023-12-02,D1,MGladbach,Hoffenheim,H,H,0.2841,0.2701,0.4458,True,1686.1,1681.1
2023-12-02,D1,RB Leipzig,Heidenheim,H,H,0.0885,0.1417,0.7697,True,1840.8,1577.2
2023-12-02,E0,Arsenal,Wolves,H,H,0.0751,0.136,0.7889,True,1948.0,1716.2
2023-12-02,E0,Brentford,Luton,H,H,0.164,0.1997,0.6363,True,1801.1,1603.1
2023-12-02,E0,Burnley,Sheffield United,H,H,0.2495,0.2713,0.4792,True,1646.5,1599.0
2023-12-02,SP1,Ath Bilbao,Vallecano,H,H,0.1777,0.2554,0.5669,True,1745.0,1671.4
2023-12-02,F1,Lens,Lyon,H,H,0.175,0.2396,0.5854,True,1755.5,1637.5
2023-12-02,I1,Lazio,Cagliari,H,H,0.146,0.2324,0.6216,True,1759.2,1563.5
2023-12-02,SP1,Real Madrid,Granada,H,H,0.0287,0.0861,0.8852,True,1966.4,1582.2
2023-12-02,E0,Nottm Forest,Everton,H,A,0.2682,0.2758,0.456,False,1682.2,1699.1
2023-12-02,D1,Stuttgart,Werder Bremen,H,H,0.132,0.1956,0.6724,True,1721.1,1608.7
2023-12-02,I1,Milan,Frosinone,H,H,0.1214,0.1989,0.6796,True,1813.2,1612.2
2023-12-02,F1,Nantes,Nice,A,H,0.5015,0.2675,0.231,False,1558.5,1733.9
2023-12-02,SP1,Osasuna,Sociedad,A,D,0.4587,0.2691,0.2722,False,1650.0,1826.8
2023-12-02,E0,Newcastle,Man United,H,H,0.2042,0.241,0.5548,True,1872.6,1831.3
2023-12-03,I1,Lecce,Bologna,A,D,0.3756,0.3113,0.3132,False,1599.0,1726.7
2023-12-03,F1,Le Havre,Paris SG,A,A,0.6656,0.1931,0.1413,True,1544.8,1866.0
2023-12-03,SP1,Mallorca,Alaves,H,D,0.2161,0.2756,0.5083,False,1638.8,1607.7
2023-12-03,E0,Bournemouth,Aston Villa,A,D,0.5007,0.2677,0.2316,False,1663.1,1860.9
2023-12-03,E0,Chelsea,Brighton,H,H,0.3463,0.2859,0.3678,True,1789.7,1828.2
2023-12-03,E0,Liverpool,Fulham,H,H,0.0778,0.1428,0.7795,True,1953.8,1722.1
2023-12-03,E0,West Ham,Crystal Palace,H,D,0.2127,0.2524,0.5349,False,1782.5,1733.8
2023-12-03,F1,Brest,Clermont,H,H,0.1939,0.2659,0.5401,True,1626.9,1575.3
2023-12-03,F1,Monaco,Montpellier,H,H,0.1774,0.2572,0.5654,True,1704.2,1625.7
2023-12-03,F1,Toulouse,Lorient,H,D,0.2393,0.278,0.4827,False,1604.0,1572.5
2023-12-03,I1,Fiorentina,Salernitana,H,H,0.1363,0.2319,0.6318,True,1742.7,1570.4
2023-12-03,I1,Udinese,Verona,H,D,0.2173,0.2778,0.5049,False,1632.0,1578.9
2023-12-03,D1,Mainz,Freiburg,H,A,0.2945,0.3,0.4054,False,1655.0,1722.9
2023-12-03,SP1,Almeria,Betis,A,D,0.4444,0.2793,0.2763,False,1558.6,1752.3
2023-12-03,F1,Lille,Metz,H,H,0.1457,0.2402,0.6141,True,1727.7,1575.1
2023-12-03,D1,Leverkusen,Dortmund,H,D,0.1993,0.2358,0.5649,False,1855.6,1870.4
2023-12-03,E0,Man City,Tottenham,H,D,0.1255,0.1888,0.6857,False,2070.3,1830.8
2023-12-03,I1,Sassuolo,Roma,A,A,0.4041,0.2839,0.312,True,1643.4,1764.2
2023-12-03,SP1,Sevilla,Villarreal,H,D,0.2541,0.2668,0.4791,False,1723.4,1727.6
2023-12-03,D1,Augsburg,Ein Frankfurt,A,H,0.368,0.3199,0.3122,False,1616.5,1719.3
2023-12-03,I1,Napoli,Inter,A,A,0.361,0.2862,0.3528,True,1857.5,1914.6
2023-12-03,F1,Marseille,Rennes,H,H,0.2405,0.2878,0.4717,True,1717.8,1715.5
2023-12-03,SP1,Barcelona,Ath Madrid,H,H,0.3031,0.2835,0.4134,True,1890.7,1892.1
2023-12-04,I1,Torino,Atalanta,A,H,0.3994,0.2756,0.325,False,1676.1,1761.8
2023-12-04,SP1,Celta,Cadiz,H,D,0.2492,0.2724,0.4784,False,1630.0,1626.2
2023-12-05,E0,Wolves,Burnley,H,H,0.2192,0.2973,0.4835,True,1716.2,1646.5
2023-12-05,E0,Luton,Arsenal,A,A,0.6988,0.1719,0.1293,True,1603.1,1948.0
2023-12-06,E0,Brighton,Brentford,H,H,0.2071,0.2582,0.5347,True,1828.2,1801.1
2023-12-06,E0,Crystal Palace,Bournemouth,H,A,0.221,0.273,0.506,False,1733.8,1663.1
2023-12-06,E0,Fulham,Nottm Forest,H,H,0.2284,0.2522,0.5194,True,1722.1,1682.2
2023-12-06,E0,Sheffield United,Liverpool,A,A,0.7005,0.177,0.1226,True,1599.0,1953.8
2023-12-06,F1,Marseille,Lyon,H,H,0.1926,0.2672,0.5402,True,1717.8,1637.5
2023-12-06,E0,Aston Villa,Man City,A,H,0.4557,0.2499,0.2944,False,1860.9,2070.3
2023-12-06,E0,Man United,Chelsea,H,H,0.2169,0.2849,0.4981,True,1831.3,1789.7
2023-12-07,F1,Brest,Strasbourg,H,D,0.2363,0.2782,0.4855,False,1626.9,1612.8
2023-12-07,E0,Everton,Newcastle,A,H,0.466,0.2644,0.2697,False,1699.1,1872.6
2023-12-07,E0,Tottenham,West Ham,H,A,0.1955,0.2497,0.5549,False,1830.8,1782.5
2023-12-08,D1,Hoffenheim,Bochum,H,H,0.1901,0.2856,0.5243,True,1681.1,1611.0
2023-12-08,I1,Juventus,Napoli,H,H,0.248,0.2891,0.4629,True,1829.3,1857.5
2023-12-08,SP1,Getafe,Valencia,H,H,0.2647,0.2998,0.4356,True,1677.1,1682.8
2023-12-08,F1,Montpellier,Lens,A,D,0.3823,0.3015,0.3162,False,1625.7,1755.5
2023-12-09,E0,Crystal Palace,Liverpool,A,A,0.5586,0.2285,0.2129,True,1733.8,1953.8
2023-12-09,SP1,Alaves,Las Palmas,H,A,0.242,0.3051,0.4528,False,1607.7,1618.9
2023-12-09,I1,Verona,Lazio,A,D,0.4319,0.2874,0.2806,False,1588.8,1757.0
2023-12-09,D1,Ein Frankfurt,Bayern Munich,A,H,0.6468,0.1767,0.1765,False,1719.3,1983.6
2023-12-09,D1,Heidenheim,Darmstadt,H,H,0.2279,0.2775,0.4946,True,1577.2,1558.6
2023-12-09,D1,Union Berlin,MGladbach,H,H,0.3084,0.2863,0.4053,True,1655.0,1686.1
2023-12-09,D1,Werder Bremen,Augsburg,H,H,0.2578,0.2998,0.4425,True,1608.7,1616.5
2023-12-09,D1,Wolfsburg,Freiburg,H,A,0.2884,0.2734,0.4382,False,1700.0,1722.9
2023-12-09,E0,Brighton,Burnley,H,D,0.1378,0.2024,0.6598,False,1828.2,1646.5
2023-12-09,E0,Man United,Bournemouth,H,A,0.1305,0.2141,0.6554,False,1831.3,1663.1
2023-12-09,E0,Sheffield United,Brentford,A,H,0.4659,0.2547,0.2795,False,1599.0,1801.1
2023-12-09,E0,Wolves,Nottm Forest,H,D,0.2408,0.2678,0.4914,False,1716.2,1682.2
2023-12-09,SP1,Betis,Real Madrid,A,D,0.5241,0.2381,0.2379,False,1752.3,1966.4
2023-12-09,F1,Rennes,Monaco,H,A,0.3311,0.2695,0.3994,False,1715.5,1704.2
2023-12-09,I1,Atalanta,Milan,H,H,0.3574,0.2767,0.3659,True,1767.1,1822.8
2023-12-09,SP1,Villarreal,Sociedad,A,A,0.4018,0.281,0.3172,True,1727.6,1826.8
2023-12-09,E0,Aston Villa,Arsenal,A,H,0.3772,0.2742,0.3486,False,1860.9,1948.0
2023-12-09,D1,Dortmund,RB Leipzig,H,A,0.3054,0.2808,0.4138,False,1870.4,1840.8
2023-12-09,I1,Inter,Udinese,H,H,0.042,0.107,0.8509,True,1929.9,1629.5
2023-12-09,SP1,Mallorca,Sevilla,H,H,0.3113,0.292,0.3968,True,1638.8,1723.4
2023-12-09,F1,Paris SG,Nantes,H,H,0.051,0.1158,0.8332,True,1866.0,1558.5
2023-12-10,I1,Frosinone,Torino,H,D,0.2993,0.3092,0.3915,False,1612.7,1694.6
2023-12-10,F1,Nice,Reims,H,H,0.1768,0.2522,0.5711,True,1733.9,1636.3
2023-12-10,SP1,Ath Madrid,Almeria,H,H,0.0488,0.1131,0.8381,True,1892.1,1558.6
2023-12-10,F1,Clermont,Lille,A,D,0.4135,0.2881,0.2983,False,1575.3,1727.7
2023-12-10,F1,Metz,Brest,H,A,0.3289,0.3249,0.3463,False,1575.1,1626.9
2023-12-10,F1,Strasbourg,Le Havre,H,H,0.2229,0.3018,0.4754,True,1612.8,1544.8
2023-12-10,I1,Monza,Genoa,H,H,0.2087,0.2914,0.5,True,1672.1,1597.4
2023-12-10,E0,Everton,Chelsea,H,H,0.33,0.2895,0.3805,True,1699.1,1789.7
2023-12-10,E0,Fulham,West Ham,H,H,0.3202,0.2731,0.4067,True,1722.1,1782.5
2023-12-10,E0,Luton,Man City,A,A,0.6509,0.1885,0.1605,True,1603.1,2070.3
2023-12-10,D1,Stuttgart,Leverkusen,A,D,0.4553,0.2765,0.2682,False,1721.1,1855.6
2023-12-10,F1,Lyon,Toulouse,H,H,0.2737,0.2777,0.4486,True,1637.5,1604.0
2023-12-10,D1,FC Koln,Mainz,H,D,0.2872,0.2907,0.4221,False,1631.4,1655.0
2023-12-10,E0,Tottenham,Newcastle,H,H,0.2932,0.2801,0.4267,True,1830.8,1872.6
2023-12-10,I1,Salernitana,Bologna,A,A,0.4333,0.278,0.2887,True,1563.0,1732.8
2023-12-10,SP1,Cadiz,Osasuna,H,D,0.2647,0.2805,0.4548,False,1626.2,1650.0
2023-12-10,I1,Roma,Fiorentina,H,D,0.1952,0.2613,0.5434,False,1773.8,1748.0
2023-12-10,F1,Lorient,Marseille,A,A,0.4042,0.2899,0.3059,True,1572.5,1717.8
2023-12-10,SP1,Barcelona,Girona,H,A,0.2007,0.2472,0.5521,False,1890.7,1759.8
2023-12-11,I1,Empoli,Lecce,H,D,0.2751,0.3032,0.4217,False,1598.5,1606.1
2023-12-11,I1,Cagliari,Sassuolo,H,H,0.2901,0.2959,0.4141,True,1572.8,1632.2
2023-12-11,SP1,Granada,Ath Bilbao,A,D,0.4825,0.265,0.2525,False,1582.2,1745.0
2023-12-11,SP1,Vallecano,Celta,H,D,0.2219,0.2759,0.5022,False,1671.4,1630.0
2023-12-15,D1,MGladbach,Werder Bremen,H,D,0.2056,0.2797,0.5147,False,1674.1,1605.2
2023-12-15,I1,Genoa,Juventus,A,D,0.5574,0.2434,0.1991,False,1597.4,1845.2
2023-12-15,F1,Monaco,Lyon,H,A,0.1645,0.2448,0.5906,False,1720.7,1636.9
2023-12-15,SP1,Osasuna,Vallecano,H,H,0.269,0.3231,0.4079,True,1649.6,1654.8
2023-12-15,E0,Nottm Forest,Tottenham,A,A,0.4677,0.2752,0.2571,True,1655.7,1831.2
2023-12-16,SP1,Celta,Granada,H,H,0.2217,0.2896,0.4887,True,1626.1,1581.5
2023-12-16,I1,Lecce,Frosinone,H,H,0.2595,0.3124,0.4281,True,1606.1,1612.7
2023-12-16,D1,Augsburg,Dortmund,A,D,0.5248,0.261,0.2143,False,1608.1,1851.9
2023-12-16,D1,Bochum,Union Berlin,H,H,0.2669,0.2648,0.4683,True,1608.3,1654.2
2023-12-16,D1,Darmstadt,Wolfsburg,A,A,0.4331,0.2663,0.3006,True,1537.5,1671.6
2023-12-16,D1,Mainz,Heidenheim,H,A,0.2462,0.2888,0.4651,False,1641.0,1573.4
2023-12-16,E0,Chelsea,Sheffield United,H,H,0.1496,0.2193,0.6311,True,1771.2,1587.8
2023-12-16,E0,Man City,Crystal Palace,H,D,0.074,0.1262,0.7998,False,2045.4,1708.6
2023-12-16,E0,Newcastle,Fulham,H,H,0.1784,0.2263,0.5953,True,1827.1,1741.8
2023-12-16,SP1,Ath Bilbao,Ath Madrid,A,H,0.3742,0.3023,0.3235,False,1744.0,1887.4
2023-12-16,F1,Le Havre,Nice,A,H,0.4672,0.2707,0.2621,False,1536.6,1728.1
2023-12-16,I1,Napoli,Cagliari,H,H,0.1026,0.186,0.7114,True,1844.3,1572.8
2023-12-16,SP1,Sevilla,Getafe,H,A,0.1985,0.261,0.5405,False,1703.2,1667.9
2023-12-16,E0,Burnley,Everton,H,A,0.3302,0.3086,0.3612,False,1651.0,1730.7
2023-12-16,D1,RB Leipzig,Hoffenheim,H,H,0.1336,0.1732,0.6931,True,1847.1,1674.4
2023-12-16,I1,Torino,Empoli,H,H,0.1765,0.266,0.5575,True,1694.6,1598.5
2023-12-16,F1,Lens,Reims,H,H,0.1605,0.2325,0.607,True,1762.9,1638.3
2023-12-16,SP1,Valencia,Barcelona,A,D,0.487,0.2483,0.2647,False,1667.3,1860.8
2023-12-17,I1,Milan,Monza,H,H,0.1304,0.2213,0.6483,True,1822.8,1672.1
2023-12-17,F1,Nantes,Brest,H,A,0.3462,0.2816,0.3722,False,1569.3,1642.9
2023-12-17,SP1,Almeria,Mallorca,A,D,0.3764,0.2869,0.3367,False,1556.0,1639.4
2023-12-17,F1,Lorient,Strasbourg,H,A,0.2591,0.3182,0.4228,False,1568.1,1614.7
2023-12-17,F1,Metz,Montpellier,H,A,0.2838,0.3147,0.4015,False,1563.0,1622.2
2023-12-17,F1,Toulouse,Rennes,H,D,0.3205,0.2943,0.3851,False,1600.3,1687.9
2023-12-17,I1,Fiorentina,Verona,H,H,0.1409,0.2267,0.6323,True,1748.0,1588.8
2023-12-17,I1,Udinese,Sassuolo,H,D,0.2578,0.2997,0.4425,False,1629.5,1632.2
2023-12-17,E0,Arsenal,Brighton,H,H,0.1378,0.2059,0.6562,True,1933.9,1817.0
2023-12-17,E0,Brentford,Aston Villa,A,A,0.3547,0.303,0.3424,True,1778.4,1860.0
2023-12-17,E0,West Ham,Wolves,H,H,0.2251,0.2682,0.5067,True,1771.7,1707.7
2023-12-17,D1,Freiburg,FC Koln,H,H,0.1794,0.2677,0.553,True,1724.2,1629.7
2023-12-17,SP1,Sociedad,Betis,H,D,0.1525,0.231,0.6166,False,1837.0,1735.0
2023-12-17,F1,Marseille,Clermont,H,H,0.1492,0.2142,0.6366,True,1738.9,1569.6
2023-12-17,D1,Leverkusen,Ein Frankfurt,H,H,0.1123,0.1841,0.7037,True,1847.0,1706.8
2023-12-17,E0,Liverpool,Man United,H,D,0.1169,0.1727,0.7104,False,1941.3,1794.6
2023-12-17,I1,Bologna,Roma,H,H,0.3109,0.3042,0.385,True,1732.8,1773.8
2023-12-17,SP1,Las Palmas,Cadiz,H,D,0.2195,0.2621,0.5184,False,1635.2,1622.3
2023-12-17,D1,Bayern Munich,Stuttgart,H,H,0.1003,0.1768,0.7229,True,1955.9,1720.3
2023-12-17,F1,Lille,Paris SG,A,D,0.4879,0.2486,0.2635,False,1730.7,1873.6
2023-12-17,I1,Lazio,Inter,A,A,0.5513,0.2204,0.2284,True,1757.0,1929.9
2023-12-17,SP1,Real Madrid,Villarreal,H,H,0.0683,0.1454,0.7864,True,1962.2,1715.3
2023-12-18,I1,Atalanta,Salernitana,H,H,0.1317,0.1931,0.6752,True,1767.1,1563.0
2023-12-18,SP1,Girona,Alaves,H,H,0.1105,0.1956,0.6939,True,1778.0,1596.2
2023-12-19,D1,Werder Bremen,RB Leipzig,A,D,0.5768,0.2447,0.1785,False,1605.2,1847.1
2023-12-19,SP1,Vallecano,Valencia,H,A,0.2409,0.3111,0.4481,False,1654.8,1667.3
2023-12-19,D1,Dortmund,Mainz,H,D,0.1114,0.1898,0.6989,False,1851.9,1641.0
2023-12-19,D1,Hoffenheim,Darmstadt,H,D,0.1519,0.2547,0.5934,False,1674.4,1537.5
2023-12-19,SP1,Ath Madrid,Getafe,H,D,0.0987,0.1814,0.7198,False,1887.4,1667.9
2023-12-19,SP1,Granada,Sevilla,A,A,0.4112,0.2834,0.3054,True,1581.5,1703.2
2023-12-20,D1,Union Berlin,FC Koln,H,H,0.2459,0.2855,0.4686,True,1654.2,1629.7
2023-12-20,SP1,Barcelona,Almeria,H,H,0.0623,0.1515,0.7862,True,1860.8,1556.0
2023-12-20,D1,Ein Frankfurt,MGladbach,H,H,0.2262,0.2852,0.4886,True,1706.8,1674.1
2023-12-20,D1,Heidenheim,Freiburg,A,H,0.396,0.2944,0.3096,False,1573.4,1724.2
2023-12-20,D1,Leverkusen,Bochum,H,H,0.0739,0.1556,0.7705,True,1847.0,1608.3
2023-12-20,D1,Stuttgart,Augsburg,H,H,0.1597,0.2278,0.6126,True,1720.3,1608.1
2023-12-20,D1,Wolfsburg,Bayern Munich,A,A,0.628,0.212,0.1599,True,1671.6,1955.9
2023-12-20,F1,Brest,Lorient,H,H,0.1952,0.2747,0.5301,True,1642.9,1568.1
2023-12-20,F1,Clermont,Rennes,A,A,0.3894,0.289,0.3216,True,1569.6,1687.9
2023-12-20,F1,Lyon,Nantes,H,H,0.2236,0.2828,0.4936,True,1636.9,1569.3
2023-12-20,F1,Montpellier,Marseille,A,D,0.3819,0.3005,0.3176,False,1622.2,1738.9
2023-12-20,F1,Nice,Lens,H,H,0.2559,0.2849,0.4592,True,1728.1,1762.9
2023-12-20,F1,Paris SG,Metz,H,H,0.0497,0.1074,0.8429,True,1873.6,1563.0
2023-12-20,F1,Reims,Le Havre,H,H,0.2094,0.29,0.5005,True,1638.3,1536.6
2023-12-20,F1,Strasbourg,Lille,A,H,0.4179,0.2848,0.2973,False,1614.7,1730.7
2023-12-20,F1,Toulouse,Monaco,A,A,0.4085,0.2661,0.3254,True,1600.3,1720.7
2023-12-20,SP1,Ath Bilbao,Las Palmas,H,H,0.1618,0.2158,0.6224,True,1744.0,1635.2
2023-12-20,SP1,Villarreal,Celta,H,H,0.1836,0.2779,0.5385,True,1715.3,1626.1
2023-12-21,SP1,Betis,Girona,H,D,0.3662,0.2544,0.3794,False,1735.0,1778.0
2023-12-21,SP1,Cadiz,Sociedad,A,D,0.5189,0.243,0.2382,False,1622.3,1837.0
2023-12-21,E0,Crystal Palace,Brighton,A,D,0.4028,0.2714,0.3258,False,1708.6,1817.0
2023-12-21,SP1,Alaves,Real Madrid,A,A,0.7202,0.1547,0.125,True,1596.2,1962.2
2023-12-21,SP1,Mallorca,Osasuna,H,H,0.253,0.2943,0.4527,True,1639.4,1649.6
2023-12-22,I1,Empoli,Lazio,A,A,0.4253,0.2868,0.2879,True,1598.5,1757.0
2023-12-22,I1,Sassuolo,Genoa,H,A,0.2371,0.2991,0.4639,False,1632.2,1597.4
2023-12-22,I1,Monza,Fiorentina,H,A,0.3154,0.2738,0.4108,False,1672.1,1748.0
2023-12-22,I1,Salernitana,Milan,A,D,0.5892,0.2384,0.1724,False,1563.0,1822.8
2023-12-22,E0,Aston Villa,Sheffield United,H,D,0.0649,0.1401,0.795,False,1860.0,1587.8
2023-12-23,I1,Frosinone,Juventus,A,A,0.5375,0.2503,0.2122,True,1612.7,1845.2
2023-12-23,E0,West Ham,Man United,H,H,0.2794,0.2768,0.4438,True,1771.7,1794.6
2023-12-23,I1,Bologna,Atalanta,H,H,0.2714,0.3041,0.4245,True,1732.8,1767.1
2023-12-23,I1,Torino,Udinese,H,D,0.2025,0.2723,0.5252,False,1694.6,1629.5
2023-12-23,E0,Fulham,Burnley,H,A,0.1925,0.2675,0.54,False,1741.8,1651.0
2023-12-23,E0,Luton,Newcastle,A,H,0.5287,0.2446,0.2266,False,1587.6,1827.1
2023-12-23,E0,Nottm Forest,Bournemouth,H,A,0.2849,0.3014,0.4137,False,1655.7,1697.2
2023-12-23,E0,Tottenham,Everton,H,H,0.1701,0.2287,0.6012,True,1831.2,1730.7
2023-12-23,SP1,Ath Madrid,Sevilla,H,H,0.1231,0.1814,0.6955,True,1887.4,1703.2
2023-12-23,I1,Inter,Lecce,H,H,0.0524,0.1421,0.8054,True,1929.9,1606.1
2023-12-23,I1,Verona,Cagliari,H,H,0.2432,0.2789,0.4778,True,1588.8,1572.8
2023-12-23,E0,Liverpool,Arsenal,H,D,0.2607,0.2656,0.4737,False,1941.3,1933.9
2023-12-23,I1,Roma,Napoli,H,H,0.3499,0.2801,0.37,True,1773.8,1844.3
2023-12-24,E0,Wolves,Chelsea,H,H,0.2987,0.2971,0.4042,True,1707.7,1771.2
2023-12-26,E0,Newcastle,Nottm Forest,H,A,0.1129,0.1686,0.7186,False,1827.1,1655.7
2023-12-26,E0,Bournemouth,Fulham,H,H,0.2821,0.2891,0.4288,True,1697.2,1741.8
2023-12-26,E0,Sheffield United,Luton,H,A,0.2981,0.2906,0.4113,False,1587.8,1587.6
2023-12-26,E0,Burnley,Liverpool,A,A,0.65,0.2077,0.1423,True,1651.0,1941.3
2023-12-26,E0,Man United,Aston Villa,A,H,0.3741,0.2796,0.3463,False,1794.6,1860.0
2023-12-27,E0,Brentford,Wolves,H,A,0.22,0.2232,0.5569,False,1778.4,1707.7
2023-12-27,E0,Chelsea,Crystal Palace,H,H,0.2258,0.2519,0.5223,True,1771.2,1708.6
2023-12-27,E0,Everton,Man City,A,A,0.5596,0.2281,0.2122,True,1730.7,2045.4
2023-12-28,E0,Brighton,Tottenham,H,H,0.3346,0.2839,0.3815,True,1817.0,1831.2
2023-12-28,E0,Arsenal,West Ham,H,A,0.1021,0.1763,0.7216,False,1933.9,1771.7
2023-12-29,I1,Fiorentina,Torino,H,H,0.1768,0.255,0.5682,True,1763.8,1690.6
2023-12-29,I1,Napoli,Monza,H,D,0.1382,0.2064,0.6554,False,1827.7,1664.5
2023-12-29,I1,Genoa,Inter,A,D,0.6901,0.182,0.1279,False,1619.3,1932.3
2023-12-29,I1,Lazio,Frosinone,H,H,0.149,0.2096,0.6414,True,1762.6,1596.9
2023-12-30,I1,Atalanta,Lecce,H,H,0.1647,0.2128,0.6226,True,1767.7,1607.8
2023-12-30,E0,Luton,Chelsea,A,A,0.4388,0.2742,0.287,True,1587.6,1771.2
2023-12-30,I1,Cagliari,Empoli,H,D,0.2829,0.2654,0.4517,False,1560.8,1586.8
2023-12-30,I1,Udinese,Bologna,H,H,0.3508,0.2944,0.3549,True,1648.6,1734.4
2023-12-30,E0,Aston Villa,Burnley,H,H,0.0898,0.2022,0.708,True,1860.0,1651.0
2023-12-30,E0,Crystal Palace,Brentford,H,H,0.2783,0.2927,0.4291,True,1708.6,1778.4
2023-12-30,E0,Man City,Sheffield United,H,H,0.05,0.0979,0.852,True,2045.4,1587.8
2023-12-30,E0,Wolves,Everton,H,H,0.2693,0.2994,0.4313,True,1707.7,1730.7
2023-12-30,I1,Milan,Sassuolo,H,H,0.1138,0.1897,0.6965,True,1826.0,1620.8
2023-12-30,I1,Verona,Salernitana,H,A,0.2294,0.258,0.5126,False,1584.6,1574.2
2023-12-30,E0,Nottm Forest,Man United,A,H,0.3795,0.2903,0.3303,False,1655.7,1794.6
2023-12-30,I1,Juventus,Roma,H,H,0.1713,0.2639,0.5648,True,1849.0,1770.1
2023-12-31,E0,Fulham,Arsenal,A,H,0.5175,0.2534,0.2291,False,1741.8,1933.9
2023-12-31,E0,Tottenham,Bournemouth,H,H,0.1475,0.2139,0.6386,True,1831.2,1697.2
2024-01-01,E0,Liverpool,Newcastle,H,H,0.1221,0.215,0.6629,True,1939.0,1802.8
2024-01-02,SP1,Getafe,Vallecano,H,A,0.2246,0.2761,0.4994,False,1693.7,1638.9
2024-01-02,SP1,Sociedad,Alaves,H,D,0.1078,0.1988,0.6934,False,1828.7,1589.5
2024-01-02,E0,West Ham,Brighton,H,D,0.2404,0.2903,0.4692,False,1809.0,1820.6
2024-01-02,SP1,Valencia,Villarreal,H,H,0.2794,0.297,0.4236,True,1680.2,1716.4
2024-01-03,SP1,Granada,Cadiz,H,H,0.3382,0.3001,0.3618,True,1563.7,1628.4
2024-01-03,SP1,Celta,Betis,A,H,0.3786,0.2933,0.3281,False,1626.9,1738.7
2024-01-03,SP1,Real Madrid,Mallorca,H,H,0.0529,0.12,0.8271,True,1967.5,1645.8
2024-01-03,SP1,Girona,Ath Madrid,H,H,0.3225,0.2928,0.3847,True,1783.5,1870.1
2024-01-04,SP1,Osasuna,Almeria,H,H,0.17,0.2599,0.5701,True,1649.3,1554.8
2024-01-04,SP1,Sevilla,Ath Bilbao,A,A,0.3705,0.2793,0.3502,True,1693.8,1761.1
2024-01-04,SP1,Las Palmas,Barcelona,A,A,0.5681,0.2281,0.2037,True,1629.1,1858.9
2024-01-05,I1,Bologna,Genoa,H,D,0.1708,0.2622,0.567,False,1734.4,1619.3
2024-01-06,I1,Inter,Verona,H,H,0.0417,0.1197,0.8387,True,1932.3,1584.6
2024-01-06,I1,Frosinone,Monza,H,A,0.2625,0.3054,0.4322,False,1596.9,1664.5
2024-01-06,I1,Lecce,Cagliari,H,D,0.2163,0.2948,0.4889,False,1607.8,1560.8
2024-01-06,I1,Sassuolo,Fiorentina,A,H,0.3909,0.2927,0.3164,False,1620.8,1763.8
2024-01-07,I1,Empoli,Milan,A,A,0.5753,0.2416,0.1831,True,1586.8,1826.0
2024-01-07,I1,Torino,Napoli,A,H,0.4515,0.2669,0.2816,False,1690.6,1827.7
2024-01-07,I1,Udinese,Lazio,A,A,0.3588,0.3041,0.3371,True,1648.6,1762.6
2024-01-07,I1,Salernitana,Juventus,A,A,0.6039,0.222,0.1741,True,1574.2,1849.0
2024-01-07,I1,Roma,Atalanta,H,D,0.2456,0.2792,0.4753,False,1770.1,1767.7
2024-01-12,D1,Bayern Munich,Hoffenheim,H,H,0.0678,0.1321,0.8001,True,1962.5,1665.2
2024-01-12,E0,Burnley,Luton,H,D,0.2372,0.2739,0.4889,False,1650.2,1604.6
2024-01-12,SP1,Sevilla,Alaves,H,A,0.1933,0.2599,0.5468,False,1693.8,1589.5
2024-01-12,F1,Marseille,Strasbourg,H,D,0.1518,0.2616,0.5866,False,1740.2,1632.5
2024-01-13,E0,Chelsea,Fulham,H,H,0.2063,0.2549,0.5387,True,1777.5,1717.4
2024-01-13,SP1,Las Palmas,Villarreal,H,H,0.3132,0.2659,0.4209,True,1629.1,1716.4
2024-01-13,I1,Genoa,Torino,H,D,0.296,0.3263,0.3777,False,1624.7,1707.8
2024-01-13,I1,Napoli,Salernitana,H,H,0.1313,0.1906,0.6781,True,1811.8,1568.9
2024-01-13,D1,Augsburg,Leverkusen,A,A,0.597,0.2314,0.1716,True,1606.0,1856.9
2024-01-13,D1,FC Koln,Heidenheim,H,D,0.2559,0.2838,0.4604,False,1615.3,1594.8
2024-01-13,D1,Freiburg,Union Berlin,H,D,0.1981,0.2833,0.5186,False,1720.1,1649.7
