date,division,home_team,away_team,predicted,actual,prob_A,prob_D,prob_H,correct,home_elo,away_elo
2023-08-11,SP1,Almeria,Vallecano,H,A,0.3005,0.3033,0.3961,False,1619.4,1623.4
2023-08-11,F1,Nice,Lille,H,D,0.2853,0.3381,0.3766,False,1656.4,1700.4
2023-08-11,E0,Burnley,Man City,A,A,0.5577,0.2297,0.2126,True,1726.4,2077.3
2023-08-11,SP1,Sevilla,Valencia,H,A,0.1695,0.2418,0.5888,False,1768.2,1661.9
2023-08-12,E0,Arsenal,Nottm Forest,H,H,0.1087,0.1724,0.719,True,1919.4,1674.0
2023-08-12,E0,Bournemouth,West Ham,A,D,0.3913,0.3181,0.2905,False,1660.7,1779.5
2023-08-12,E0,Brighton,Luton,H,H,0.1255,0.1929,0.6816,True,1828.2,1606.5
2023-08-12,E0,Everton,Fulham,H,A,0.3049,0.3088,0.3862,False,1708.2,1736.6
2023-08-12,E0,Sheffield United,Crystal Palace,A,A,0.3746,0.3222,0.3032,True,1644.1,1757.4
2023-08-12,F1,Marseille,Reims,H,H,0.1971,0.2612,0.5417,True,1708.2,1596.6
2023-08-12,SP1,Sociedad,Girona,H,D,0.1858,0.2501,0.5641,False,1788.5,1666.8
2023-08-12,E0,Newcastle,Aston Villa,H,H,0.2317,0.2658,0.5025,True,1876.0,1828.0
2023-08-12,SP1,Las Palmas,Mallorca,H,D,0.3257,0.2901,0.3842,False,1576.3,1649.6
2023-08-12,F1,Paris SG,Lorient,H,D,0.1283,0.1944,0.6773,False,1810.8,1573.3
2023-08-12,SP1,Ath Bilbao,Real Madrid,A,A,0.4818,0.2583,0.2599,True,1696.7,1906.5
2023-08-13,F1,Brest,Lens,A,H,0.4906,0.2595,0.2499,False,1572.3,1761.6
2023-08-13,F1,Clermont,Monaco,H,A,0.3268,0.3215,0.3518,False,1593.7,1653.0
2023-08-13,F1,Montpellier,Le Havre,H,D,0.2195,0.2629,0.5175,False,1604.6,1477.1
2023-08-13,F1,Nantes,Toulouse,H,A,0.3054,0.2947,0.3999,False,1529.1,1568.8
2023-08-13,E0,Brentford,Tottenham,H,D,0.2324,0.2831,0.4845,False,1824.3,1815.9
2023-08-13,SP1,Celta,Osasuna,H,A,0.3177,0.2891,0.3932,False,1659.4,1670.8
2023-08-13,F1,Rennes,Metz,H,H,0.1619,0.2241,0.6141,True,1706.1,1539.0
2023-08-13,E0,Chelsea,Liverpool,A,D,0.4145,0.2787,0.3068,False,1788.1,1946.9
2023-08-13,SP1,Villarreal,Betis,H,A,0.2299,0.259,0.5111,False,1771.6,1739.3
2023-08-13,F1,Strasbourg,Lyon,A,H,0.3853,0.3002,0.3145,False,1602.4,1696.2
2023-08-13,SP1,Getafe,Barcelona,A,D,0.503,0.2667,0.2303,False,1651.1,1862.1
2023-08-14,SP1,Cadiz,Alaves,H,H,0.2655,0.2754,0.4591,True,1634.8,1598.6
2023-08-14,E0,Man United,Wolves,H,H,0.1074,0.1854,0.7071,True,1873.7,1719.1
2023-08-14,SP1,Ath Madrid,Granada,H,H,0.1122,0.1831,0.7047,True,1846.3,1620.6
2023-08-18,SP1,Mallorca,Villarreal,A,A,0.3849,0.2973,0.3177,True,1649.6,1760.7
2023-08-18,D1,Werder Bremen,Bayern Munich,A,A,0.6058,0.211,0.1832,True,1602.0,1935.6
2023-08-18,E0,Nottm Forest,Sheffield United,H,H,0.2463,0.2931,0.4606,True,1671.9,1637.5
2023-08-18,F1,Metz,Marseille,A,D,0.4839,0.2749,0.2412,False,1530.4,1705.3
2023-08-18,SP1,Valencia,Las Palmas,H,H,0.1972,0.2913,0.5115,True,1674.6,1576.2
2023-08-19,D1,Augsburg,MGladbach,A,D,0.3649,0.3187,0.3164,False,1587.2,1684.3
2023-08-19,D1,Hoffenheim,Freiburg,A,A,0.3617,0.3182,0.3201,True,1639.2,1732.7
2023-08-19,D1,Leverkusen,RB Leipzig,H,H,0.3456,0.2776,0.3767,True,1748.2,1825.4
2023-08-19,D1,Stuttgart,Bochum,H,H,0.2613,0.3137,0.4251,True,1628.8,1608.7
2023-08-19,D1,Wolfsburg,Heidenheim,H,H,0.2011,0.2525,0.5465,True,1710.0,1568.5
2023-08-19,E0,Fulham,Brentford,H,A,0.3095,0.2921,0.3984,False,1745.4,1822.6
2023-08-19,E0,Liverpool,Bournemouth,H,H,0.1175,0.1912,0.6912,True,1944.0,1662.6
2023-08-19,E0,Wolves,Brighton,A,A,0.419,0.2916,0.2894,True,1715.6,1832.4
2023-08-19,SP1,Sociedad,Celta,H,D,0.1811,0.2489,0.57,False,1783.4,1645.6
2023-08-19,I1,Empoli,Verona,H,A,0.2879,0.2992,0.4128,False,1626.1,1608.2
2023-08-19,I1,Frosinone,Napoli,A,A,0.5616,0.2355,0.2029,True,1592.1,1904.5
2023-08-19,D1,Dortmund,FC Koln,H,H,0.1238,0.197,0.6793,True,1840.5,1664.4
2023-08-19,E0,Tottenham,Man United,H,H,0.3323,0.2887,0.379,True,1817.7,1877.1
2023-08-19,F1,Lyon,Montpellier,H,A,0.1993,0.2516,0.5491,False,1684.9,1597.9
2023-08-19,SP1,Almeria,Real Madrid,A,A,0.589,0.2352,0.1758,True,1605.5,1913.3
2023-08-19,I1,Genoa,Fiorentina,A,A,0.4006,0.3111,0.2884,True,1597.4,1749.2
2023-08-19,I1,Inter,Monza,H,H,0.1129,0.1928,0.6944,True,1882.4,1655.8
2023-08-19,F1,Toulouse,Paris SG,A,D,0.4318,0.2889,0.2794,False,1574.9,1802.0
2023-08-19,E0,Man City,Newcastle,H,H,0.1831,0.2248,0.5921,True,2080.9,1887.1
2023-08-19,SP1,Osasuna,Ath Bilbao,H,A,0.2445,0.2861,0.4694,False,1684.6,1689.9
2023-08-20,F1,Lille,Nantes,H,H,0.1617,0.2376,0.6007,True,1698.3,1518.8
2023-08-20,F1,Le Havre,Brest,A,A,0.3648,0.3069,0.3283,True,1479.6,1581.9
2023-08-20,F1,Lorient,Nice,H,D,0.3368,0.3006,0.3627,False,1577.9,1654.3
2023-08-20,F1,Reims,Clermont,H,H,0.2696,0.2693,0.461,True,1590.1,1580.8
2023-08-20,E0,Aston Villa,Everton,H,H,0.17,0.2306,0.5994,True,1816.9,1699.5
2023-08-20,D1,Union Berlin,Mainz,H,H,0.2417,0.2497,0.5086,True,1738.9,1682.0
2023-08-20,F1,Monaco,Strasbourg,H,H,0.23,0.2807,0.4893,True,1661.7,1609.6
2023-08-20,D1,Ein Frankfurt,Darmstadt,H,H,0.1755,0.2514,0.5731,True,1717.0,1552.4
2023-08-20,E0,West Ham,Chelsea,H,H,0.2665,0.294,0.4394,True,1777.6,1791.0
2023-08-20,I1,Roma,Salernitana,H,D,0.1419,0.2062,0.6519,False,1789.7,1610.1
2023-08-20,I1,Sassuolo,Atalanta,A,A,0.3934,0.3045,0.3021,True,1649.6,1759.3
2023-08-20,SP1,Girona,Getafe,H,H,0.2829,0.286,0.4311,True,1672.0,1654.8
2023-08-20,SP1,Barcelona,Cadiz,H,H,0.1507,0.2249,0.6244,True,1858.4,1640.3
2023-08-20,I1,Lecce,Lazio,A,H,0.4789,0.2914,0.2297,False,1579.2,1780.0
2023-08-20,I1,Udinese,Juventus,A,A,0.406,0.2984,0.2957,True,1652.0,1796.9
2023-08-20,F1,Lens,Rennes,H,D,0.2365,0.2703,0.4932,False,1747.9,1710.6
2023-08-20,SP1,Betis,Ath Madrid,A,D,0.4352,0.2764,0.2884,False,1750.2,1849.3
2023-08-21,I1,Torino,Cagliari,H,D,0.2187,0.2546,0.5267,False,1692.6,1573.0
2023-08-21,SP1,Alaves,Sevilla,A,H,0.4309,0.2734,0.2957,False,1593.1,1755.5
2023-08-21,I1,Bologna,Milan,A,A,0.4307,0.2865,0.2828,True,1700.8,1829.9
2023-08-21,E0,Crystal Palace,Arsenal,A,A,0.4505,0.2825,0.267,True,1764.0,1921.5
2023-08-21,SP1,Granada,Vallecano,H,A,0.3165,0.2981,0.3854,False,1617.6,1637.2
2023-08-25,SP1,Las Palmas,Sociedad,A,D,0.4402,0.2929,0.2669,False,1576.2,1783.4
2023-08-25,D1,RB Leipzig,Stuttgart,H,H,0.1915,0.2429,0.5656,True,1825.4,1628.8
2023-08-25,F1,Nantes,Monaco,A,D,0.4318,0.3067,0.2615,False,1518.8,1661.7
2023-08-25,E0,Chelsea,Luton,H,H,0.1772,0.2275,0.5952,True,1791.0,1602.3
2023-08-25,SP1,Celta,Real Madrid,A,A,0.6258,0.2062,0.168,True,1645.6,1913.3
2023-08-26,E0,Bournemouth,Tottenham,A,A,0.4453,0.2899,0.2648,True,1662.6,1817.7
2023-08-26,D1,Bochum,Dortmund,A,D,0.5596,0.241,0.1994,False,1608.7,1840.5
2023-08-26,D1,Darmstadt,Union Berlin,A,A,0.4497,0.283,0.2674,True,1552.4,1738.9
2023-08-26,D1,FC Koln,Wolfsburg,H,A,0.3331,0.3038,0.363,False,1664.4,1710.0
2023-08-26,D1,Freiburg,Werder Bremen,H,H,0.1765,0.2399,0.5836,True,1732.7,1602.0
2023-08-26,D1,Heidenheim,Hoffenheim,H,A,0.3341,0.2906,0.3753,False,1568.5,1639.2
2023-08-26,E0,Arsenal,Fulham,H,D,0.1057,0.1724,0.7218,False,1921.5,1745.4
2023-08-26,E0,Brentford,Crystal Palace,H,D,0.1854,0.2695,0.5451,False,1822.6,1764.0
2023-08-26,E0,Everton,Wolves,H,A,0.2611,0.2618,0.477,False,1699.5,1715.6
2023-08-26,E0,Man United,Nottm Forest,H,H,0.1064,0.1979,0.6957,True,1877.1,1671.9
2023-08-26,I1,Frosinone,Atalanta,A,H,0.4393,0.2924,0.2683,False,1600.4,1757.4
2023-08-26,I1,Monza,Empoli,H,H,0.2244,0.2966,0.479,True,1661.4,1608.5
2023-08-26,E0,Brighton,West Ham,H,A,0.1747,0.2723,0.553,False,1832.4,1777.6
2023-08-26,D1,MGladbach,Leverkusen,H,A,0.3372,0.2818,0.381,False,1684.3,1748.2
2023-08-26,SP1,Cadiz,Almeria,H,D,0.2054,0.28,0.5146,False,1640.3,1605.5
2023-08-26,F1,Marseille,Brest,H,H,0.2098,0.2738,0.5165,True,1705.3,1581.9
2023-08-26,SP1,Granada,Mallorca,H,H,0.2944,0.3076,0.398,True,1617.6,1649.6
2023-08-26,I1,Milan,Torino,H,H,0.1051,0.1914,0.7036,True,1845.3,1682.4
2023-08-26,I1,Verona,Roma,A,H,0.3713,0.3099,0.3188,False,1629.9,1773.2
2023-08-26,F1,Paris SG,Lens,H,H,0.2344,0.2779,0.4877,True,1802.0,1747.9
2023-08-26,SP1,Sevilla,Girona,H,A,0.2353,0.2751,0.4896,False,1755.5,1672.0
2023-08-27,F1,Rennes,Le Havre,H,D,0.1374,0.2056,0.657,False,1710.6,1479.6
2023-08-27,F1,Clermont,Metz,H,A,0.2378,0.2759,0.4864,False,1580.8,1530.4
2023-08-27,F1,Montpellier,Reims,H,A,0.2429,0.3109,0.4462,False,1597.9,1590.1
2023-08-27,F1,Strasbourg,Toulouse,H,H,0.2356,0.2722,0.4922,True,1609.6,1574.9
2023-08-27,E0,Burnley,Aston Villa,A,A,0.3697,0.2955,0.3348,True,1722.8,1816.9
2023-08-27,E0,Sheffield United,Man City,A,A,0.6417,0.2028,0.1555,True,1637.5,2080.9
2023-08-27,D1,Mainz,Ein Frankfurt,H,D,0.3228,0.2965,0.3807,False,1682.0,1717.0
2023-08-27,F1,Lorient,Lille,A,H,0.4011,0.3044,0.2945,False,1577.9,1698.3
2023-08-27,SP1,Villarreal,Barcelona,A,A,0.411,0.2949,0.2941,True,1760.7,1858.4
2023-08-27,D1,Bayern Munich,Augsburg,H,H,0.0735,0.1341,0.7923,True,1935.6,1587.2
2023-08-27,E0,Newcastle,Liverpool,H,A,0.3264,0.2748,0.3988,False,1887.1,1944.0
2023-08-27,I1,Fiorentina,Lecce,H,D,0.1476,0.2384,0.614,False,1755.7,1597.3
2023-08-27,I1,Juventus,Bologna,H,D,0.1843,0.2377,0.578,False,1802.9,1697.3
2023-08-27,SP1,Valencia,Osasuna,H,A,0.2372,0.3177,0.4451,False,1674.6,1684.6
2023-08-27,I1,Lazio,Genoa,H,A,0.1755,0.2344,0.5902,False,1754.9,1601.9
2023-08-27,I1,Napoli,Sassuolo,H,H,0.0803,0.1541,0.7657,True,1911.3,1638.6
2023-08-27,F1,Nice,Lyon,H,D,0.2845,0.2986,0.4169,False,1654.3,1684.9
2023-08-27,SP1,Ath Bilbao,Betis,H,H,0.2995,0.2973,0.4032,True,1689.9,1750.2
2023-08-28,I1,Salernitana,Udinese,H,D,0.2684,0.2641,0.4675,False,1615.8,1643.4
2023-08-28,SP1,Getafe,Alaves,H,H,0.2297,0.2748,0.4955,True,1654.8,1593.1
2023-08-28,I1,Cagliari,Inter,A,A,0.6268,0.2064,0.1667,True,1574.3,1890.0
2023-08-28,SP1,Vallecano,Ath Madrid,A,A,0.4332,0.2927,0.2741,True,1637.2,1849.3
2023-09-01,I1,Sassuolo,Verona,H,H,0.2867,0.317,0.3963,True,1638.6,1629.9
2023-09-01,SP1,Cadiz,Villarreal,A,H,0.3585,0.2995,0.342,False,1630.5,1756.8
2023-09-01,D1,Dortmund,Heidenheim,H,D,0.1057,0.1578,0.7365,False,1839.0,1556.5
2023-09-01,I1,Roma,Milan,A,A,0.3676,0.3077,0.3247,True,1773.2,1845.3
2023-09-01,F1,Nantes,Marseille,A,D,0.4784,0.2795,0.2421,False,1517.0,1704.6
2023-09-01,E0,Luton,West Ham,A,A,0.4633,0.2785,0.2581,True,1597.2,1803.2
2023-09-01,SP1,Almeria,Celta,H,A,0.2993,0.2959,0.4048,False,1600.9,1643.8
2023-09-02,E0,Sheffield United,Everton,H,D,0.3212,0.2855,0.3933,False,1630.7,1682.2
2023-09-02,SP1,Sociedad,Granada,H,H,0.1603,0.215,0.6247,True,1770.7,1607.8
2023-09-02,D1,Augsburg,Bochum,H,D,0.2938,0.2846,0.4216,False,1587.2,1601.2
2023-09-02,D1,Hoffenheim,Wolfsburg,H,H,0.3298,0.2995,0.3707,True,1640.4,1723.7
2023-09-02,D1,Leverkusen,Darmstadt,H,H,0.1168,0.1718,0.7114,True,1770.3,1541.7
2023-09-02,D1,Stuttgart,Freiburg,A,H,0.3801,0.3145,0.3054,False,1636.8,1743.8
2023-09-02,D1,Werder Bremen,Mainz,H,H,0.3221,0.2998,0.378,True,1594.6,1673.4
2023-09-02,E0,Brentford,Bournemouth,H,D,0.1293,0.1858,0.6849,False,1832.1,1653.3
2023-09-02,E0,Burnley,Tottenham,A,A,0.3778,0.2975,0.3247,True,1713.5,1836.5
2023-09-02,E0,Chelsea,Nottm Forest,H,A,0.1853,0.2421,0.5726,False,1786.5,1675.1
2023-09-02,E0,Man City,Fulham,H,H,0.0791,0.1557,0.7652,True,2085.0,1738.9
2023-09-02,SP1,Real Madrid,Getafe,H,H,0.074,0.1497,0.7763,True,1917.4,1646.5
2023-09-02,F1,Brest,Rennes,A,D,0.3619,0.3156,0.3224,False,1582.4,1705.7
2023-09-02,I1,Bologna,Cagliari,H,H,0.1828,0.2582,0.559,True,1697.3,1574.3
2023-09-02,I1,Udinese,Frosinone,H,D,0.2334,0.2732,0.4934,False,1643.4,1600.4
2023-09-02,SP1,Alaves,Valencia,H,H,0.337,0.2843,0.3786,True,1594.6,1664.7
2023-09-02,E0,Brighton,Newcastle,H,H,0.2485,0.2598,0.4918,True,1828.6,1877.0
2023-09-02,D1,MGladbach,Bayern Munich,A,A,0.6115,0.2177,0.1708,True,1670.8,1942.5
2023-09-02,I1,Atalanta,Monza,H,H,0.184,0.2426,0.5734,True,1757.4,1661.4
2023-09-02,I1,Napoli,Lazio,H,A,0.1012,0.1833,0.7155,False,1911.3,1754.9
2023-09-02,SP1,Betis,Vallecano,H,H,0.2037,0.2551,0.5412,True,1736.8,1634.2
2023-09-02,F1,Monaco,Lens,H,H,0.3081,0.2912,0.4007,True,1667.6,1737.4
2023-09-03,F1,Toulouse,Clermont,H,D,0.2529,0.2716,0.4755,False,1570.7,1560.6
2023-09-03,SP1,Girona,Las Palmas,H,H,0.1676,0.2397,0.5927,True,1690.1,1572.2
2023-09-03,F1,Le Havre,Lorient,A,H,0.4012,0.3065,0.2923,False,1479.3,1595.6
2023-09-03,F1,Lille,Montpellier,H,H,0.2203,0.2708,0.5088,True,1686.9,1603.2
2023-09-03,F1,Metz,Reims,H,D,0.3358,0.3025,0.3617,False,1543.9,1613.0
2023-09-03,E0,Crystal Palace,Wolves,H,H,0.2284,0.279,0.4926,True,1762.4,1714.0
2023-09-03,E0,Liverpool,Aston Villa,H,H,0.1638,0.2344,0.6018,True,1954.3,1835.7
2023-09-03,D1,Ein Frankfurt,FC Koln,H,D,0.2221,0.2958,0.4821,False,1722.9,1654.0
2023-09-03,SP1,Mallorca,Ath Bilbao,A,D,0.356,0.292,0.352,False,1631.7,1711.1
2023-09-03,F1,Nice,Strasbourg,H,H,0.2386,0.2927,0.4686,True,1651.9,1608.5
2023-09-03,E0,Arsenal,Man United,H,H,0.2242,0.2731,0.5027,True,1921.0,1868.8
2023-09-03,D1,Union Berlin,RB Leipzig,H,A,0.3009,0.2728,0.4262,False,1756.6,1823.2
2023-09-03,I1,Inter,Fiorentina,H,H,0.1413,0.242,0.6168,True,1890.0,1755.7
2023-09-03,I1,Torino,Genoa,H,H,0.2013,0.2731,0.5256,True,1682.4,1601.9
2023-09-03,F1,Lyon,Paris SG,A,A,0.4387,0.2788,0.2825,True,1666.2,1804.5
2023-09-03,I1,Empoli,Juventus,A,A,0.5186,0.2618,0.2196,True,1608.5,1802.9
2023-09-03,I1,Lecce,Salernitana,H,H,0.2446,0.3044,0.451,True,1597.3,1615.8
2023-09-03,SP1,Osasuna,Barcelona,A,A,0.5061,0.275,0.2189,True,1666.5,1865.5
2023-09-15,D1,Bayern Munich,Leverkusen,H,D,0.1614,0.224,0.6146,False,1945.7,1774.6
2023-09-15,F1,Paris SG,Nice,H,A,0.1204,0.222,0.6576,False,1814.4,1659.9
2023-09-15,SP1,Vallecano,Alaves,H,H,0.2475,0.2875,0.465,True,1630.3,1602.6
2023-09-16,E0,Wolves,Liverpool,A,A,0.5642,0.2411,0.1946,True,1708.2,1961.4
2023-09-16,SP1,Ath Bilbao,Cadiz,H,H,0.1796,0.2814,0.539,True,1710.9,1643.9
2023-09-16,I1,Juventus,Lazio,H,H,0.1992,0.2587,0.542,True,1809.4,1768.0
2023-09-16,D1,FC Koln,Hoffenheim,H,A,0.2948,0.2805,0.4247,False,1657.8,1652.2
2023-09-16,D1,Freiburg,Dortmund,A,A,0.4039,0.2963,0.2998,True,1723.4,1831.4
2023-09-16,D1,Mainz,Stuttgart,H,A,0.3074,0.2913,0.4012,False,1656.9,1657.2
2023-09-16,D1,RB Leipzig,Augsburg,H,H,0.0958,0.1507,0.7535,True,1837.5,1585.7
2023-09-16,D1,Wolfsburg,Union Berlin,H,H,0.2872,0.2848,0.428,True,1711.9,1742.4
2023-09-16,E0,Aston Villa,Crystal Palace,H,H,0.1971,0.2711,0.5318,True,1828.7,1768.2
2023-09-16,E0,Fulham,Luton,H,H,0.172,0.2332,0.5947,True,1736.5,1593.0
2023-09-16,E0,Man United,Brighton,H,A,0.2988,0.2765,0.4246,False,1861.0,1839.8
2023-09-16,E0,Tottenham,Sheffield United,H,H,0.094,0.1699,0.7361,True,1847.0,1630.8
2023-09-16,E0,West Ham,Man City,A,A,0.471,0.2828,0.2462,True,1807.6,2087.4
2023-09-16,SP1,Valencia,Ath Madrid,A,H,0.5731,0.2263,0.2006,False,1656.6,1858.1
2023-09-16,F1,Rennes,Lille,H,D,0.2243,0.2997,0.476,False,1703.7,1691.5
2023-09-16,I1,Inter,Milan,H,H,0.2534,0.2702,0.4765,True,1897.6,1852.8
2023-09-16,SP1,Celta,Mallorca,H,A,0.2746,0.2909,0.4345,False,1652.8,1631.8
2023-09-16,E0,Newcastle,Brentford,H,H,0.2434,0.2787,0.4779,True,1865.7,1826.4
2023-09-16,D1,Bochum,Ein Frankfurt,A,D,0.3743,0.2988,0.3269,False,1602.7,1719.0
2023-09-16,I1,Genoa,Napoli,A,D,0.6018,0.2183,0.1798,False,1596.8,1898.3
2023-09-16,F1,Lens,Metz,H,A,0.1885,0.2311,0.5804,False,1723.0,1544.4
2023-09-16,SP1,Barcelona,Betis,H,H,0.136,0.2397,0.6243,True,1870.5,1740.7
2023-09-17,I1,Cagliari,Udinese,H,D,0.3052,0.3022,0.3926,False,1570.2,1640.9
2023-09-17,F1,Lorient,Monaco,A,D,0.3852,0.3102,0.3046,False,1578.6,1682.1
2023-09-17,SP1,Getafe,Osasuna,H,H,0.26,0.2978,0.4421,True,1644.8,1661.5
2023-09-17,I1,Frosinone,Sassuolo,H,H,0.2709,0.2902,0.4389,True,1602.9,1647.9
2023-09-17,I1,Monza,Lecce,H,D,0.2448,0.3161,0.4391,False,1653.6,1607.7
2023-09-17,F1,Clermont,Nantes,H,A,0.2483,0.2646,0.487,False,1562.4,1520.8
2023-09-17,F1,Reims,Brest,H,A,0.2259,0.2895,0.4847,False,1612.6,1584.5
2023-09-17,F1,Strasbourg,Montpellier,H,D,0.2544,0.3,0.4456,False,1600.5,1598.6
2023-09-17,E0,Bournemouth,Chelsea,A,D,0.3921,0.2911,0.3168,False,1659.0,1774.2
2023-09-17,D1,Heidenheim,Werder Bremen,H,H,0.3046,0.299,0.3964,True,1564.1,1611.1
2023-09-17,SP1,Villarreal,Almeria,H,H,0.1708,0.2349,0.5943,True,1743.3,1591.9
2023-09-17,F1,Marseille,Toulouse,H,D,0.1543,0.2591,0.5865,False,1700.9,1568.9
2023-09-17,D1,Darmstadt,MGladbach,A,D,0.4182,0.2786,0.3032,False,1537.5,1667.5
2023-09-17,E0,Everton,Arsenal,A,A,0.5504,0.232,0.2176,True,1682.2,1928.8
2023-09-17,I1,Fiorentina,Atalanta,H,H,0.3109,0.2741,0.4151,True,1748.1,1765.2
2023-09-17,SP1,Sevilla,Las Palmas,H,H,0.1739,0.2522,0.5739,True,1729.9,1568.5
2023-09-17,F1,Lyon,Le Havre,H,D,0.2016,0.2463,0.5521,False,1656.4,1496.3
2023-09-17,I1,Roma,Empoli,H,H,0.1536,0.2203,0.6261,True,1765.7,1602.0
2023-09-17,SP1,Real Madrid,Sociedad,H,H,0.1297,0.2138,0.6566,True,1919.1,1775.0
2023-09-18,I1,Salernitana,Torino,H,A,0.3209,0.3015,0.3776,False,1605.4,1687.4
2023-09-18,I1,Verona,Bologna,H,D,0.3184,0.3181,0.3635,False,1620.6,1701.4
2023-09-18,E0,Nottm Forest,Burnley,H,D,0.2557,0.265,0.4793,False,1687.4,1703.0
2023-09-18,SP1,Granada,Girona,H,A,0.3402,0.3185,0.3413,False,1603.5,1693.8
2023-09-22,I1,Salernitana,Frosinone,H,D,0.2499,0.3118,0.4384,False,1605.4,1602.9
2023-09-22,D1,Stuttgart,Darmstadt,H,H,0.1365,0.2127,0.6508,True,1657.2,1537.5
2023-09-22,I1,Lecce,Genoa,H,H,0.2348,0.2844,0.4808,True,1607.7,1596.8
2023-09-22,F1,Monaco,Nice,H,A,0.1945,0.271,0.5345,False,1682.1,1659.9
2023-09-22,SP1,Alaves,Ath Bilbao,A,A,0.3533,0.3283,0.3183,True,1602.6,1710.9
2023-09-23,SP1,Girona,Mallorca,H,H,0.1763,0.2399,0.5838,True,1693.8,1631.8
2023-09-23,I1,Milan,Verona,H,H,0.0945,0.1726,0.7329,True,1852.8,1620.6
2023-09-23,D1,Augsburg,Mainz,H,H,0.3185,0.2706,0.4108,True,1585.7,1656.9
2023-09-23,D1,Bayern Munich,Bochum,H,H,0.0537,0.1143,0.832,True,1945.7,1602.7
2023-09-23,D1,Dortmund,Wolfsburg,H,H,0.147,0.2259,0.6272,True,1831.4,1711.9
2023-09-23,D1,MGladbach,RB Leipzig,A,A,0.5412,0.2351,0.2237,True,1667.5,1837.5
2023-09-23,D1,Union Berlin,Hoffenheim,H,A,0.2167,0.2645,0.5188,False,1742.4,1652.2
2023-09-23,E0,Crystal Palace,Fulham,H,D,0.2434,0.2701,0.4864,False,1768.2,1736.5
2023-09-23,E0,Luton,Wolves,A,D,0.3745,0.2974,0.328,False,1593.0,1708.2
2023-09-23,E0,Man City,Nottm Forest,H,H,0.0608,0.1377,0.8015,True,2087.4,1687.4
2023-09-23,SP1,Osasuna,Sevilla,H,D,0.3129,0.2897,0.3974,False,1661.5,1729.9
2023-09-23,F1,Nantes,Lorient,H,H,0.2891,0.2938,0.417,True,1520.8,1578.6
2023-09-23,I1,Sassuolo,Juventus,A,H,0.499,0.264,0.237,False,1647.9,1809.4
2023-09-23,SP1,Barcelona,Celta,H,H,0.083,0.1534,0.7637,True,1870.5,1652.8
2023-09-23,D1,Werder Bremen,FC Koln,H,H,0.2838,0.2622,0.454,True,1611.1,1657.8
2023-09-23,E0,Brentford,Everton,H,A,0.1624,0.2072,0.6305,False,1826.4,1682.2
2023-09-23,I1,Lazio,Monza,H,D,0.1831,0.2321,0.5849,False,1768.0,1653.6
2023-09-23,F1,Brest,Lyon,H,H,0.2773,0.2644,0.4583,True,1584.5,1656.4
2023-09-23,SP1,Almeria,Valencia,H,D,0.3221,0.299,0.3789,False,1591.9,1656.6
2023-09-23,E0,Burnley,Man United,A,A,0.4353,0.2695,0.2952,True,1703.0,1861.0
2023-09-24,I1,Empoli,Inter,A,A,0.6495,0.2066,0.1439,True,1599.9,1902.1
2023-09-24,F1,Metz,Strasbourg,H,A,0.2886,0.2953,0.4162,False,1544.4,1600.5
2023-09-24,SP1,Sociedad,Getafe,H,H,0.1671,0.2434,0.5895,True,1775.0,1644.8
2023-09-24,F1,Le Havre,Clermont,H,H,0.2765,0.2732,0.4503,True,1496.3,1562.4
2023-09-24,F1,Lens,Toulouse,H,H,0.1841,0.251,0.5649,True,1723.0,1568.9
2023-09-24,I1,Atalanta,Cagliari,H,H,0.1354,0.1899,0.6747,True,1773.1,1564.6
2023-09-24,I1,Udinese,Fiorentina,A,A,0.398,0.2853,0.3167,True,1629.9,1761.8
2023-09-24,E0,Arsenal,Tottenham,H,D,0.2447,0.2679,0.4874,False,1928.8,1847.0
2023-09-24,E0,Brighton,Bournemouth,H,H,0.0944,0.1482,0.7574,True,1839.8,1659.0
2023-09-24,E0,Chelsea,Aston Villa,H,A,0.3209,0.2944,0.3846,False,1774.2,1828.7
2023-09-24,E0,Liverpool,West Ham,H,H,0.1285,0.2368,0.6347,True,1961.4,1807.6
2023-09-24,D1,Leverkusen,Heidenheim,H,H,0.1281,0.1844,0.6875,True,1774.6,1564.1
2023-09-24,SP1,Vallecano,Villarreal,H,D,0.3524,0.2937,0.3539,False,1630.3,1743.3
2023-09-24,F1,Montpellier,Rennes,A,D,0.3692,0.3153,0.3155,False,1598.6,1703.7
2023-09-24,E0,Sheffield United,Newcastle,A,A,0.4922,0.2659,0.2419,True,1630.8,1865.7
2023-09-24,D1,Ein Frankfurt,Freiburg,H,D,0.2273,0.3059,0.4668,False,1719.0,1723.4
2023-09-24,I1,Bologna,Napoli,A,D,0.4984,0.2496,0.252,False,1706.6,1904.0
2023-09-24,SP1,Betis,Cadiz,H,D,0.201,0.2634,0.5356,False,1740.7,1643.9
2023-09-24,SP1,Las Palmas,Granada,H,H,0.2733,0.2781,0.4486,True,1568.5,1603.5
2023-09-24,I1,Torino,Roma,H,D,0.2992,0.3072,0.3936,False,1695.2,1759.2
2023-09-24,F1,Paris SG,Marseille,H,H,0.1456,0.2396,0.6148,True,1814.4,1700.9
2023-09-24,SP1,Ath Madrid,Real Madrid,H,H,0.3234,0.3031,0.3735,True,1858.1,1919.1
2023-09-26,SP1,Sevilla,Almeria,H,H,0.1756,0.2342,0.5902,True,1729.9,1591.9
